OrderID;Order Date;Product Name;Unit Sold;Unit Price;Category;Supplier Name;Supplier City;Supplier Country;Units In Stock;Units On Order;Reorder Level
10887;13/02/1998;NuNuCa Nuß-Nougat-Creme;5;14;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;76;0;30
10888;16/02/1998;Chang;20;19;Beverages;Exotic Liquids;London;UK;17;40;25
10888;16/02/1998;Scottish Longbreads;18;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10889;16/02/1998;Queso Cabrales;40;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10889;16/02/1998;Côte de Blaye;40;263,5;Beverages;Aux joyeux ecclésiastiques;Paris;France;17;0;15
10890;16/02/1998;Alice Mutton;15;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10890;16/02/1998;Sasquatch Ale;10;14;Beverages;Bigfoot Breweries;Bend;USA;111;0;15
10890;16/02/1998;Jack's New England Clam Chowder;14;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10891;17/02/1998;Nord-Ost Matjeshering;15;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10892;17/02/1998;Raclette Courdavault;40;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10893;18/02/1998;Northwoods Cranberry Sauce;30;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10893;18/02/1998;Guaraná Fantástica;10;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10893;18/02/1998;Thüringer Rostbratwurst;24;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10893;18/02/1998;Nord-Ost Matjeshering;35;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10893;18/02/1998;Inlagd Sill;20;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10894;18/02/1998;Konbu;28;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10894;18/02/1998;Gudbrandsdalsost;50;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10894;18/02/1998;Rhönbräu Klosterbier;120;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10895;18/02/1998;Guaraná Fantástica;110;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10895;18/02/1998;Chartreuse verte;45;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10895;18/02/1998;Boston Crab Meat;91;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10895;18/02/1998;Camembert Pierrot;100;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10896;19/02/1998;Rogede sild;15;9,5;Seafood;Lyngbysild;Lyngby;Denmark;5;70;15
10896;19/02/1998;Gnocchi di nonna Alice;16;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10897;19/02/1998;Thüringer Rostbratwurst;80;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10897;19/02/1998;Nord-Ost Matjeshering;36;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10898;20/02/1998;Konbu;5;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10899;20/02/1998;Chartreuse verte;8;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10900;20/02/1998;Outback Lager;3;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10901;23/02/1998;Jack's New England Clam Chowder;30;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10901;23/02/1998;Flotemysost;30;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10902;23/02/1998;Pâté chinois;30;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10902;23/02/1998;Tarte au sucre;6;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10903;24/02/1998;Konbu;40;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10903;24/02/1998;Louisiana Fiery Hot Pepper Sauce;21;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10903;24/02/1998;Scottish Longbreads;20;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10904;24/02/1998;Escargots de Bourgogne;15;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10904;24/02/1998;Tarte au sucre;35;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10905;24/02/1998;Chai;20;18;Beverages;Exotic Liquids;London;UK;39;0;10
10906;25/02/1998;Sirop d'érable;15;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10907;25/02/1998;Rhönbräu Klosterbier;14;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10908;26/02/1998;Uncle Bob's Organic Dried Pears;20;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10908;26/02/1998;Filo Mix;14;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10909;26/02/1998;Uncle Bob's Organic Dried Pears;12;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10909;26/02/1998;Pavlova;15;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10909;26/02/1998;Jack's New England Clam Chowder;5;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10910;26/02/1998;Teatime Chocolate Biscuits;12;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10910;26/02/1998;Maxilaku;10;20;Confections;Karkki Oy;Lappeenranta;Finland;10;60;15
10910;26/02/1998;Sirop d'érable;5;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10911;26/02/1998;Chai;10;18;Beverages;Exotic Liquids;London;UK;39;0;10
10911;26/02/1998;Alice Mutton;12;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10911;26/02/1998;Laughing Lumberjack Lager;15;14;Beverages;Bigfoot Breweries;Bend;USA;52;0;10
10912;26/02/1998;Queso Cabrales;40;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10912;26/02/1998;Thüringer Rostbratwurst;60;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10913;26/02/1998;Chef Anton's Cajun Seasoning;30;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10913;26/02/1998;Geitost;40;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10913;26/02/1998;Escargots de Bourgogne;15;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10914;27/02/1998;Flotemysost;25;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10915;27/02/1998;Alice Mutton;10;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10915;27/02/1998;Geitost;30;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10915;27/02/1998;Tourtière;10;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10916;27/02/1998;Pavlova;6;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10916;27/02/1998;Mascarpone Fabioli;6;32;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;9;40;25
10916;27/02/1998;Ravioli Angelo;20;19,5;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;36;0;20
10917;02/03/1998;Nord-Ost Matjeshering;1;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10917;02/03/1998;Camembert Pierrot;10;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10918;02/03/1998;Chai;60;18;Beverages;Exotic Liquids;London;UK;39;0;10
10918;02/03/1998;Camembert Pierrot;25;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10919;02/03/1998;Pavlova;24;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10919;02/03/1998;NuNuCa Nuß-Nougat-Creme;24;14;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;76;0;30
10919;02/03/1998;Boston Crab Meat;20;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10920;03/03/1998;Valkoinen suklaa;24;16,25;Confections;Karkki Oy;Lappeenranta;Finland;65;0;30
10921;03/03/1998;Steeleye Stout;10;18;Beverages;Bigfoot Breweries;Bend;USA;20;0;15
10921;03/03/1998;Vegie-spread;40;43,9;Condiments;Pavlova, Ltd.;Melbourne;Australia;24;0;5
10922;03/03/1998;Alice Mutton;15;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10922;03/03/1998;Guaraná Fantástica;35;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10923;03/03/1998;Singaporean Hokkien Fried Mee;10;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10923;03/03/1998;Ipoh Coffee;10;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10923;03/03/1998;Laughing Lumberjack Lager;24;14;Beverages;Bigfoot Breweries;Bend;USA;52;0;10
10924;04/03/1998;Ikura;20;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10924;04/03/1998;Rössle Sauerkraut;30;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10924;04/03/1998;Rhönbräu Klosterbier;6;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10925;04/03/1998;Inlagd Sill;25;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10925;04/03/1998;Filo Mix;12;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10926;04/03/1998;Queso Cabrales;2;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10926;04/03/1998;Konbu;10;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10926;04/03/1998;Teatime Chocolate Biscuits;7;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10926;04/03/1998;Mozzarella di Giovanni;10;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10927;05/03/1998;Sir Rodney's Marmalade;5;81;Confections;Specialty Biscuits, Ltd.;Manchester;UK;40;0;0
10927;05/03/1998;Filo Mix;5;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10927;05/03/1998;Lakkalikööri;20;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10928;05/03/1998;Zaanse koeken;5;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10928;05/03/1998;Lakkalikööri;5;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10929;05/03/1998;Sir Rodney's Scones;60;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10929;05/03/1998;Rhönbräu Klosterbier;49;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10929;05/03/1998;Original Frankfurter grüne Soße;15;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10930;06/03/1998;Sir Rodney's Scones;36;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10930;06/03/1998;Schoggi Schokolade;25;43,9;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;49;0;30
10930;06/03/1998;Pâté chinois;25;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10930;06/03/1998;Escargots de Bourgogne;30;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10931;06/03/1998;Konbu;42;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10931;06/03/1998;Ravioli Angelo;30;19,5;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;36;0;20
10932;06/03/1998;Pavlova;30;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10932;06/03/1998;Tarte au sucre;14;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10932;06/03/1998;Mozzarella di Giovanni;16;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10932;06/03/1998;Rhönbräu Klosterbier;20;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10933;06/03/1998;Perth Pasties;2;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10933;06/03/1998;Sirop d'érable;30;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10934;09/03/1998;Grandma's Boysenberry Spread;20;25;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;120;0;25
10935;09/03/1998;Chai;21;18;Beverages;Exotic Liquids;London;UK;39;0;10
10935;09/03/1998;Carnarvon Tigers;4;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10935;09/03/1998;Tunnbröd;8;9;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;61;0;25
10936;09/03/1998;Inlagd Sill;30;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10937;10/03/1998;Rössle Sauerkraut;8;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10937;10/03/1998;Sasquatch Ale;20;14;Beverages;Bigfoot Breweries;Bend;USA;111;0;15
10938;10/03/1998;Konbu;20;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10938;10/03/1998;Ipoh Coffee;24;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10938;10/03/1998;Camembert Pierrot;49;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10938;10/03/1998;Flotemysost;35;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10939;10/03/1998;Chang;10;19;Beverages;Exotic Liquids;London;UK;17;40;25
10939;10/03/1998;Laughing Lumberjack Lager;40;14;Beverages;Bigfoot Breweries;Bend;USA;52;0;10
10940;11/03/1998;Uncle Bob's Organic Dried Pears;8;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10940;11/03/1998;Konbu;20;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10941;11/03/1998;Gorgonzola Telino;44;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10941;11/03/1998;Tarte au sucre;30;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10941;11/03/1998;Scottish Longbreads;80;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10941;11/03/1998;Mozzarella di Giovanni;50;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10942;11/03/1998;Maxilaku;28;20;Confections;Karkki Oy;Lappeenranta;Finland;10;60;15
10943;11/03/1998;Konbu;15;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10943;11/03/1998;Gustaf's Knäckebröd;21;21;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;104;0;25
10943;11/03/1998;Spegesild;15;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10944;12/03/1998;Queso Cabrales;5;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10944;12/03/1998;Gula Malacca;18;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10944;12/03/1998;Gnocchi di nonna Alice;18;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10945;12/03/1998;Konbu;20;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10945;12/03/1998;Gorgonzola Telino;10;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10946;12/03/1998;Ikura;25;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10946;12/03/1998;Guaraná Fantástica;25;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10946;12/03/1998;Original Frankfurter grüne Soße;40;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10947;13/03/1998;Raclette Courdavault;4;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10948;13/03/1998;Valkoinen suklaa;9;16,25;Confections;Karkki Oy;Lappeenranta;Finland;65;0;30
10948;13/03/1998;Manjimup Dried Apples;40;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10948;13/03/1998;Pâté chinois;4;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10949;13/03/1998;Grandma's Boysenberry Spread;12;25;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;120;0;25
10949;13/03/1998;Ikura;30;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10949;13/03/1998;Alice Mutton;6;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10949;13/03/1998;Tarte au sucre;60;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10950;16/03/1998;Chef Anton's Cajun Seasoning;5;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10951;16/03/1998;Geitost;15;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10951;16/03/1998;Jack's New England Clam Chowder;6;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10951;16/03/1998;Rhönbräu Klosterbier;50;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10952;16/03/1998;Grandma's Boysenberry Spread;16;25;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;120;0;25
10952;16/03/1998;Rössle Sauerkraut;2;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10953;16/03/1998;Sir Rodney's Marmalade;50;81;Confections;Specialty Biscuits, Ltd.;Manchester;UK;40;0;0
10953;16/03/1998;Gorgonzola Telino;50;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10954;17/03/1998;Pavlova;28;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10954;17/03/1998;Gorgonzola Telino;25;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10954;17/03/1998;Rogede sild;30;9,5;Seafood;Lyngbysild;Lyngby;Denmark;5;70;15
10954;17/03/1998;Camembert Pierrot;24;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10955;17/03/1998;Rhönbräu Klosterbier;12;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10956;17/03/1998;Sir Rodney's Scones;12;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10956;17/03/1998;Zaanse koeken;14;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10956;17/03/1998;Manjimup Dried Apples;8;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10957;18/03/1998;Nord-Ost Matjeshering;30;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10957;18/03/1998;Steeleye Stout;40;18;Beverages;Bigfoot Breweries;Bend;USA;20;0;15
10957;18/03/1998;Wimmers gute Semmelknödel;8;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10958;18/03/1998;Chef Anton's Gumbo Mix;20;21,35;Condiments;New Orleans Cajun Delights;New Orleans;USA;0;0;0
10958;18/03/1998;Uncle Bob's Organic Dried Pears;6;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10958;18/03/1998;Mozzarella di Giovanni;5;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10959;18/03/1998;Rhönbräu Klosterbier;20;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10960;19/03/1998;Guaraná Fantástica;10;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10960;19/03/1998;Jack's New England Clam Chowder;24;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10961;19/03/1998;Filo Mix;6;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10961;19/03/1998;Lakkalikööri;60;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10962;19/03/1998;Uncle Bob's Organic Dried Pears;45;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10962;19/03/1998;Konbu;77;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10962;19/03/1998;Perth Pasties;20;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10962;19/03/1998;Gudbrandsdalsost;9;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10962;19/03/1998;Lakkalikööri;44;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10963;19/03/1998;Camembert Pierrot;2;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10964;20/03/1998;Carnarvon Tigers;6;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10964;20/03/1998;Côte de Blaye;5;263,5;Beverages;Aux joyeux ecclésiastiques;Paris;France;17;0;15
10964;20/03/1998;Gudbrandsdalsost;10;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10965;20/03/1998;Manjimup Dried Apples;16;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10966;20/03/1998;Gravad lax;8;26;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;11;50;25
10966;20/03/1998;Gnocchi di nonna Alice;12;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10966;20/03/1998;Tarte au sucre;12;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10967;23/03/1998;Teatime Chocolate Biscuits;12;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10967;23/03/1998;Maxilaku;40;20;Confections;Karkki Oy;Lappeenranta;Finland;10;60;15
10968;23/03/1998;Queso Manchego La Pastora;30;38;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;86;0;0
10968;23/03/1998;Guaraná Fantástica;30;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10968;23/03/1998;Wimmers gute Semmelknödel;4;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10969;23/03/1998;Spegesild;9;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10970;24/03/1998;Filo Mix;40;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10971;24/03/1998;Thüringer Rostbratwurst;14;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10972;24/03/1998;Alice Mutton;6;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10972;24/03/1998;Geitost;7;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10973;24/03/1998;Gumbär Gummibärchen;5;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10973;24/03/1998;Jack's New England Clam Chowder;6;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10973;24/03/1998;Rhönbräu Klosterbier;10;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10974;25/03/1998;Vegie-spread;10;43,9;Condiments;Pavlova, Ltd.;Melbourne;Australia;24;0;5
10975;25/03/1998;Northwoods Cranberry Sauce;16;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10975;25/03/1998;Rhönbräu Klosterbier;10;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10976;25/03/1998;Rössle Sauerkraut;20;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10977;26/03/1998;Chartreuse verte;30;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10977;26/03/1998;Zaanse koeken;30;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10977;26/03/1998;Manjimup Dried Apples;10;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10977;26/03/1998;Vegie-spread;20;43,9;Condiments;Pavlova, Ltd.;Melbourne;Australia;24;0;5
10978;26/03/1998;Northwoods Cranberry Sauce;20;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10978;26/03/1998;Sir Rodney's Scones;40;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10978;26/03/1998;Boston Crab Meat;10;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10978;26/03/1998;Gula Malacca;6;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10979;26/03/1998;Uncle Bob's Organic Dried Pears;18;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10979;26/03/1998;Queso Manchego La Pastora;20;38;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;86;0;0
10979;26/03/1998;Guaraná Fantástica;80;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10979;26/03/1998;Schoggi Schokolade;30;43,9;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;49;0;30
10979;26/03/1998;Gorgonzola Telino;24;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10979;26/03/1998;Vegie-spread;35;43,9;Condiments;Pavlova, Ltd.;Melbourne;Australia;24;0;5
10980;27/03/1998;Rhönbräu Klosterbier;40;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10981;27/03/1998;Côte de Blaye;60;263,5;Beverages;Aux joyeux ecclésiastiques;Paris;France;17;0;15
10982;27/03/1998;Uncle Bob's Organic Dried Pears;20;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10982;27/03/1998;Ipoh Coffee;9;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10983;27/03/1998;Konbu;84;6;Seafood;Mayumi's;Osaka;Japan;24;0;5
10983;27/03/1998;Ravioli Angelo;15;19,5;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;36;0;20
10984;30/03/1998;Pavlova;55;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10984;30/03/1998;Guaraná Fantástica;20;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10984;30/03/1998;Inlagd Sill;40;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10985;30/03/1998;Pavlova;36;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10985;30/03/1998;Carnarvon Tigers;8;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10985;30/03/1998;Mascarpone Fabioli;35;32;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;9;40;25
10986;30/03/1998;Queso Cabrales;30;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10986;30/03/1998;Sir Rodney's Marmalade;15;81;Confections;Specialty Biscuits, Ltd.;Manchester;UK;40;0;0
